Price,Rooms,Area,Stage,Location,Description,Stage description
265.00,2,68.10,3,Poznań Wilda Górna Wilda,| OKAZJA !! Na sprzedaż mieszkanie przy ul. Chwiałkowskiego/Górna Wilda. REWELACYJNE MIESZKANIE DO REMONTU !! (2-pokojowie ale łatwo można przerobić na 3-pokoje) Cichy zakątek świetna lokalizacja. Powojenną kamienicę w 2014 roku gruntownie..., trzecie
690.00,5,138.00,1,Poznań Stare Miasto Centrum ul. Św. Rocha Serafitek,POLECAM! Duży apartament w ścisłym centrum Poznania. Pełna własność z KW. Idealne na działalność (gabinet biuro kancelaria spa salon urody przedszkole szkoła etc.) Doskonałe położenie w pobliżu węzłów komunikacyjnych uczelni sklepów ...,pierwsze piętro
350.00,2,74.00,1,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza,***ŁAZARZ***2 POKOJE***NA KANCELARIĘ***TYLKO U NAS*** Jasne i przestronne dwupokojowe mieszkanie o powierzchni 74m2 przy ulicy Łukaszewicza na poznańskim Łazarzu. Mieszkanie położone na pierwszym piętrze w trzypiętrowej kamienicy z cegły...,pierwsze piętro
338.92,4,56.02,3,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja..., trzecie
225.00,3,47.00,1,Poznań Grunwald ul. Knapowskiego,Zapraszam do zapoznania się z ofertą sprzedaży trzypokojowego mieszkania w całkowicie odnowionej kamienicy na Górczynie ze świetną komunikacją z Centrum Poznania. Kamienica powstała w latach 30-tych XX w. właśnie przeszła całkowitą...,pierwsze piętro
315.00,3,66.00,2,Poznań Poznań-Nowe Miasto ul. Os. Rusa,Na sprzedaż rozkładowe mieszkanie o powierzchni 64m2. z księgą wieczystą na drugim piętrze. 3 pokoje Łazienka WC kuchnia garderoba przestronny korytarz. Lokal jest jasny ciepły i przestronny. Pokoje są ustawne z dużymi oknami. Do salonu..., drugie piętro 
250.00,2,49.70,3,Poznań Grunwald ul. Chociszewskiego,Polecam na sprzedaż mieszkanie dwupokojowe położone w Poznaniu na Grunwaldzie przy ul. Chociszewskiego/ Reymonta. Metraż 49 7 m2. Mieszkanie dostępne od zaraz. Blok w czterokondygnacyjnej zabudowie wybudowany z pełnej cegły schody betonowe ..., trzecie
335.65,3,59.83,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
248.78,2,46.50,1,Poznań Rataje ul. Bnińska,Willa Komandoria to wymarzone miejsce do życia łączące w sobie wszystkie zalety mieszkania w mieście z urokami zielonych przedmieść. Inwestycja położona jest przy ul. Bnińskiej w Poznaniu skąd krok na Maltę gdzie z całą rodziną można aktywnie...,pierwsze piętro
289.00,3,64.00,1,Poznań Śródka ul. Łaskarza,Mieszkanie 3-pokojowe na Śródce! MDM! Polecam bardzo funkcjonalne mieszkanie na zlokalizowane w okolicy Śródki ul. Łaskarza. Mieszkanie z Księgą Wieczystą. Na powierzchnię 64 2 m2 składają się bardzo duży i ustawny przedpokój z balkonem dwie...,pierwsze piętro
350.00,3,99.53,4,Poznań Jeżyce ul. Dąbrowskiego,Rozkładowe przestronne mieszkanie na czwartym piętrze w kamienicy w Poznaniu w dzielnicy Jeżyce. Trzy pokoje okna wychodzące na północ południe; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - PCV; Okna - PCV; Parapety...,czwarte piętro
217.40,2,35.64,2,Poznań Winogrady ul. Hawelańska Lechicka,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami...., drugie piętro 
334.75,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,Kominek,pierwsze piętro
385.00,2,56.00,6,Poznań Centrum ul. Poznańska,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę! Polecamy Państwu do sprzedaży atrakcyjne 2-pokojowe mieszkanie o powierzchni 56m2 w apartamentowcu...,szóste piętro
206.06,2,34.06,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,piąte piętro
260.00,3,60.00,4,Poznań ul. Grunwaldzka,Atrakcyjne mieszkanie 3 pokojowe o pow. 60 m2 na Grunwaldzie z idealnymi możliwościami dotarcia do Centrum komunikacją miejską. Mieszkanie w niskim bloku na 4 piętrze odświeżone okna PcV nowe na podłodze w pokojach parkiet ściany malowane ...,czwarte piętro
479.00,4,100.00,3,Poznań Strzeszyn ul. Fieldorfa,Polecam na sprzedaż mieszkanie położone na trzecim piętrze w niskim bloku na ul. Fieldorfa. Blok ocieplony położony w spokojnej okolicy na Strzeszynie. Mieszkanie dwupoziomowe o pow. 100m2 składa się z przestronnego i bardzo słonecznego..., trzecie
180.00,1,31.00,7,Poznań Rataje Centrum Zawady Nowe Miasto ul. Czecha,PROSZĘ O KONTAKT TYLKO KLIENTÓW GOTÓWKOWYCH!!!! Polecam na sprzedaż kawalerkę 31 m2 na os. Czecha. Atrakcyjne położenie-blisko tramwaj autobus park handlowy Franowo .Mieszkanie znajduję się na 7 piętrze w bloku 11 piętrowym. W skład nieruchomości...,siódme piętro
260.00,3,48.00,1,Poznań Rataje ul. Os.Armii Krajowej,Polecamy do sprzedaży mieszkanie 3pokojowe o pow.48m2 położone na Os.Armii Krajowej.Usytuowane na parterze w Niskim Bloku.Wszystkie pomieszczenia są niezależne w skład mieszkania wchodzą 3pokoje(15m2 9m2 7m2)kuchnia łazienka z WC.Mieszkanie...,pierwsze piętro
495.00,2,65.00,1,Poznań Garbary,Polecamy!!! Piękne mieszkanie położne w ścisłym centrum Poznania blisko płyty Starego Rynku. Mieszkanie 2- pokojowe 65 m2 przestronny salon z aneksem kuchennym sypialnia łazienka. Możliwość przerobienia na mieszkanie trzypokojowe ( takie...,pierwsze piętro
298.00,3,64.00,1,Poznań Grunwald ul. Raszkowska,Polecam mieszkanie zlokalizowane przy ul. Raszkowskiej o powierzchni 64 mkw. Mieszkanie niezwykle przestronne i słoneczne 3 pokojowe (salon z wyjściem na taras 11mkw dwie sypialnie- jedna z wyjściem na balkon) kuchnia łazienka. W mieszkaniu...,pierwsze piętro
320.00,3,62.00,3,Poznań Piątkowo Os.Jana Iii Sobieskiego ul. Os.Jana Iii Sobieskiego,UWAGA! PROWIZJĘ BIURA POKRYWA WŁAŚCICIEL! Polecam Państwa uwadze funkcjonalne słoneczne przestronne trzypokojowe mieszkanie na Piątkowie os. Jana III Sobieskiego. Mieszkanie usytuowane jest na trzecim piętrze (niski blok ocieplony)...., trzecie
299.00,3,59.00,4,Poznań Rataje ul. Osiedle Lecha,LOKAL Mieszkanie trzypokojowe 59m2 z dużym balkonem typu loggia. Czwarte piętro w dziesięciopiętrowym ocieplonym bloku. Dwie windy. Jasne - optymalna wystawa okien wschód-zachód. W pełni niezależny i bardzo funkcjonalny układ pomieszczeń....,czwarte piętro
299.00,4,75.00,1,Poznań Luboń Wiry ul. Mdm Z Ogrodem,Budowlane osiedle to kameralny kompleks lokali mieszkalnych w zabudowie bliźniaczej w spokojnej i bezpiecznej okolicy Poznania w Wirach. Bardzo dobre rozwiązanie dla osób pragnących zamieszkać we własnym domu z dala od miejskiego zgiełku jak...,pierwsze piętro
160.00,1,29.00,1,Poznań Grunwald ul. Łukaszewicza,Wyremontowana kawalerka 29m2 na wysokim parterze w bloku z cegły. Duży pokój (17 5m2) z oknem od strony południowo-wschodniej (nie na ulicę) wygodna jasna kuchnia (6 1m2) łazienka (2 6m2) oraz korytarz (2 7m2). Wszystkie pomieszczenia...,pierwsze piętro
207.00,1,24.00,1,Poznań Jeżyce ul. Zwierzyniecka Gajowa,Kawalerka blisko Centrum wolna od zaraz w budynku Ataner przy ulicy Zwierzynieckiej! Mieszkanie położone na pierwszym piętrze składa się z pokoju z ankesem kuchennym łazienki oraz korytarza o powierzchnia 23 8 Okna PCV. Ściany wygładzone. Podłogi...,pierwsze piętro
274.00,2,49.30,11,Poznań ul. Os. Jana Iii Sobieskiego,Oferuję na sprzedaż mieszkanie dwupokojowe o powierzchni 49 3mkw na oś. Jana III Sobieskiego na Piątkowie. Mieszkanie składa się z dwóch pokoi o wymiarach: 23mkw oraz 9 mkw kuchni: 8mkw łazienki: 3 5mkw wc: 1 5 mkw przedpokój 7 5 mkw....,jedenaste piętro
445.73,3,59.43,9,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,dziewiąte piętro
1591.00,2,100.00,1,Poznań Grunwald ul. Wyspiańskiego,Przytulne mieszkanie na pierwszym piętrze w apartamentowcu w Poznaniu w dzielnicy Grunwald. Dwa pokoje z aneksem kuchennym okna wychodzące na północ południe; widok na dziedziniec. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...,pierwsze piętro
240.00,3,44.30,2,Poznań Stare Miasto Winogrady Naramowice ul. Wilczak,Wyjątkowe mieszkanie 44 m2 na poddaszu dla amatorów kameralnego otoczenia. Ciche spokojne ładnie urządzone. Blisko dużego centrum handlowego. DOBRA CENA - DO ROZMÓW i NEGOCJACJI! Główne atuty nieruchomości: • cicha i spokojna okolica • w pełni..., drugie piętro 
230.00,2,48.40,7,Poznań Rataje,Mieszkanie 2-pokojowe na sprzedaż. Sprzedam mieszkanie 2-pokojowe o powierzchni 48 5 m^2 na 7 piętrze zadbanego wieżowca. W skład mieszkania wchodzą dwa pokoje- w tym jeden z balkonem osobna słoneczna kuchnia i łazienka z WC. Do dyspozycji...,siódme piętro
359.00,2,49.30,5,Poznań Nowe Miasto ul. Kaliska,Polecam na sprzedaż słoneczne mieszkanie o powierzchni 49.3 m2 zlokalizowane w nowszym apartamentowcu przy ul. Kaliskiej. Mieści się ono na 5 piętrze w 5 piętrowym budynku z windą. Lokal składa się z dwóch niezależnych pokoi (oba zamykane...,piąte piętro
215.00,2,38.00,4,Poznań Winogrady Stare Miasto ul. Os. Przyjaźni - Niski Blok,Przytulne mieszkanie. 2-pokoje - 38m2 Zaletami nieruchomości jest jej lokalizacja. Bliskość przystanków autobusowych i PST potwierdzają atrakcyjność mieszkania. Duży pokój - ustawne pomieszczenie pozwala na dowolną aranżację Mały pokój -...,czwarte piętro
399.00,3,92.00,2,Poznań ul. Śniadeckich,Media gaz ogrzewanie: gazowe ogrzewanie Informacje dodatkowe kuchnia umeblowana piwnica meble domofon lodówka pralka telewizor łazienka z wc Opis Mieszkanie z trzema niezależnymi pokojami o metrażu: 23 21 8m2 kuchni 13m2 i łazienki 7m2..., drugie piętro 
450.00,2,60.40,1,Poznań Naramowice Winogrady ul. Naramowicka/Serbska,ATANER - komfortowe mieszkanie winda. Umeblowane 2-pokoje - 60 4 m2 Garaż 27m2 Zaletami nieruchomości są jej doskonały stan techniczny i lokalizacja. Zadbane i wyposażone mieszkanie na prestiżowym zadbanym osiedlu Atanera potwierdzają...,pierwsze piętro
545.00,4,129.70,1,Poznań Strzeszyn Grecki ul. Owidiusza,Przestronne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Strzeszyn Grecki. Cztery pokoje z aneksem kuchennym okna wychodzące na północ południe wschód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź...,pierwsze piętro
346.68,2,60.00,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób..., drugie piętro 
466.52,2,39.00,3,Poznań Grunwald ul. Heweliusza 3,W sprzedaży oferujemy mieszkanie na terenie nowego osiedla na poznańskim Grunwaldzie u zbiegu ul. Palacza i Heweliusza. Na metraż mieszkania składają się 3 samodzielne pokoje w tym sypialnia z garderobą osobna kuchnia łazienka oraz..., trzecie
392.18,3,64.27,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,czwarte piętro
300.00,2,48.00,2,Poznań Grunwald,MIESZKANIE GRUNWALD/JEŻYCE Na sprzedaż mieszkanie o powierzchni 48 mkw w niskim budynku z cegły na drugim piętrze z balkonem. Mieszkanie składa się z przestrzeni pokoju dziennego z wyjściem na balkon o powierzchni 20 mkw osobnej sypialni z..., drugie piętro 
285.00,3,62.00,10,Poznań Rataje ul. Osiedle Rusa,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem odpowiedzialności cywilnej od transakcji. Polecam na sprzedaż 3-pokojowe mieszkanie o powierzchni 62 m2 położone na os. Rusa (Rataje).Mieszkanie znajduje się na X-piętrze w wysokim...,dziesiąte piętro
435.00,5,100.00,11,Poznań Stare Miasto Piątkowo Morasko ul. Osiedle Jana Iii Sobieskiego,Duże pięciopokojowe mieszkanie na osiedlu Jana III Sobieskiego Główne atuty nieruchomości: • cicha i spokojna okolica • dobra ekspozycja na strony świata • położenie z dala od głównej jezdni Nieruchomość złożona z: • pokój 10 5 m.kw • pokój...,jedenaste piętro
354.41,3,60.07,3,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
202.13,2,33.41,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,pierwsze piętro
499.00,3,88.20,3,Poznań Wilda ul. Żupańskiego,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Trzy pokoje z aneksem kuchennym okna wychodzące na północ południe zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi -..., trzecie
329.00,3,59.10,3,Poznań Piątkowo ul. Bolesława Śmiałego,Rozkładowe przytulne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na południe wschód zachód; widok na skwer. Standard wykończenia: Ściany - tapeta; Podłogi - terakota ..., trzecie
243.00,2,42.00,5,Poznań Grunwald ul. Newtona,Serdecznie polecamy na sprzedaż mieszkanie położone w Poznaniu na ul.Newtona. Mieszkanie o metrażu 42 20mkw składa się z dwóch niezależnych pokoi jasnej oddzielnej kuchni łazienki (oddzielnie WC) oraz przedpokoju. Dodatkowo do mieszkania...,piąte piętro
349.00,4,74.00,2,Poznań Umultowo ul. Drewsa,| Kontakt w sprawie oferty Monika Celińska tel. 503 110 982 Polecam na sprzedaż mieszkanie w uroczym zakątku Poznania na os. Różany Potok. Lokal o pow. 74 m2 mieści się na drugim piętrze w niskim 3- piętowym bloku z 1994roku. Powierzchnie..., drugie piętro 
349.00,4,65.00,1,Poznań Winogrady ul. Os. Kosmonautów,Mieszkanie blok do sprzedania . Przedmiotem sprzedaży jest atrakcyjne czteropokojowe mieszkanie o niezależnym układzie pomieszczeń zlokalizowane na Winogradach . Zapraszam do zapoznania się z ofertą sprzedaży mieszkania w bloku na...,pierwsze piętro
330.00,2,53.00,1,Poznań Nowe Miasto Wilda ul. Saperska,Polecam na sprzedaż komfortowe mieszkanie dwupokojowego o powierzchni 53m2 usytuowane na zamkniętym 24h strzeżonym kameralnym osiedlu w 4 piętrowym apartamentowcu z windami. Budynek jest otoczony zadbaną zielenią. Pod budynkiem znajduje...,pierwsze piętro
280.80,3,62.40,3,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych,KUPUJĄCY NIE PŁACI PROWIZJI. MIESZKANIE W PROGRAMIE MDM. Na sprzedaż mieszkanie 3-pokojowe z komórką lokatorską na nowym osiedlu w Zalasewie. Mieszkanie usytuowane jest na 3 piętrze budynek bez windy. Układ pomieszczeń: pokój dzienny (18 2m2) 2..., trzecie
239.00,2,49.00,1,Poznań Grunwald ul. Brzask Świt Grochowska,Polecam na sprzedaż jasne dwupokojowe mieszkanie o powierzchni 49 m2 mieszczące się na pierwszym piętrze trzypiętrowego bloku zlokalizowany na Grunwaldzie Mieszkanie składa się z dwóch pokoi niezależnych (ok 21 8; 11) osobnej jasnej kuchni z...,pierwsze piętro
192.00,2,38.00,2,Poznań ul. Ognik,Witam mam na imię Agata i w biurze nieruchomości Platan Investments pomagam moim klientom w odnalezieniu wymarzonego mieszkania. Robię to sprawnie i konkretnie mając na uwadze ulubioną mantrę- czas to pieniądz . Polecam na sprzedaż mieszkanie..., drugie piętro 
263.87,2,45.81,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
323.00,2,46.00,2,Poznań Grunwald ul. Międzychodzka,Mieszkanie o powierzchni 46 m kw. znajduje się w dzielnicy Grunwald w kameralnym i bezpiecznym zamkniętym kompleksie „Atanera” z 2001 r. z całodobową ochroną i monitoringiem. Usytuowane jest na 2 piętrze (budynek z windą i wjazdem dla wózków)...., drugie piętro 
245.00,2,58.00,3,Poznań Centrum ul. Bukowska,Polecam ofertę sprzedaży mieszkania położonego w samym Centrum Poznania przy ul.Bukowskiej w pobliżu Hotelu Sheraton składającego się dwóch niezależnych i ustawnych pokoi oraz osobnej kuchni i łazienki z wc. Mieszkanie jest w dobrym stanie..., trzecie
183.06,1,30.01,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
222.00,2,43.00,4,Poznań Grunwald ul. Grochowska,Polecam na sprzedaż mieszkanie położone na trzecim piętrze w niskim bloku na ul. Fieldorfa. Blok ocieplony położony w spokojnej okolicy na Strzeszynie. Mieszkanie dwupoziomowe o pow. 100m2 składa się z przestronnego i bardzo słonecznego...,czwarte piętro
320.00,3,53.00,1,Poznań Winogrady,Oferuję na sprzedaż mieszkanie na os. Zwycięstwa w bardzo bliskim sąsiedztwie linii tramwajowej PST. Mieszkanie z niezależnym układem pomieszczeń. Z ważniejszych informacji: * liczba pomieszczeń: 3 pokoje + korytarz + kuchnia + łazienka; *...,pierwsze piętro
298.00,3,64.00,1,Poznań Grunwald Ogrody Jeżyce ul. Raszkowska Ul.,Polecam na sprzedaż mieszkanie 3 pokojowe w niskim bloku cegła w spokojnej okolicy. W pobliżu szkoła przedszkole sklepy wiele punktów usługowych. Dojazd do centrum liniami tramwajowymi i autobusowymi. Mieszkanie składa się z trzech...,pierwsze piętro
459.00,4,88.71,2,Poznań Wilda ul. Jana Żupańskiego,Rozkładowe przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Cztery pokoje okna wychodzące na północ południe wschód; widok na inne budynki. Standard wykończenia: Ściany - boazeria; Podłogi - panele..., drugie piętro 
241.24,2,50.28,1,Poznań ul. Grudzińskiego 7 Swarzędz,Mieszkanie w programie MDM!!! Na sprzedaż mieszkanie o powierzchni 50 28 m2 w samym centrum Swarzędza przy ulicy Grudzińskiego 7. Składa się z salonu kuchni w formie aneksu sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy...,pierwsze piętro
250.00,2,60.50,3,Poznań Wilda ul. Rolna,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Dwa pokoje okna wychodzące na północ południe wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - boazeria gładź gipsowa; Podłogi -..., trzecie
220.00,2,47.00,7,Poznań Dębiec,Polecam Państwu na sprzedaż atrakcyjne mieszkanie położone na 7 pietrze w wysokim bloku na Os.Dębina. Mieszkanie o powierzchni 47m2 ma bardzo ładny funkcjonalny niezależny układ i obejmuje: pokój 18.5m2 pokój 10 5m2 kuchnia 7m2 łazienka z...,siódme piętro
240.00,2,55.00,1,Poznań Tarnowo Podgórne ul. Swadzim,Wygodne mieszkanie z ogródkiem w niskim budynku w Swadzimiu. Salon 16.5m2 niezależna sypialnia 14m2 na podłogach panele łazienka (z kabiną) oraz duża i jasna kuchnia w płytkach okna PCV. Do mieszkania przynależy piwnica garaż a także...,pierwsze piętro
202.00,1,32.00,1,Poznań Rataje Zawady Centrum ul. Folwarczna Ul.,Polecam na sprzedaż bardzo ładną kawalerkę w Poznaniu przy ul. Folwarcznej. Kawalerka o powierzchni 32 m2 znajduje się na parterze w niskim 4 piętrowym bloku z 2002 roku. Składa się z salonu z aneksem kuchennym łazienki z wanną oraz WC ...,pierwsze piętro
369.00,3,63.80,1,Poznań Nowe Miasto Rataje,Na sprzedaż piękne mieszkanie 3-pokojowe o pow. 64 m2. RATAJE. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 18 4 m.kw • sypialnia 8 7 m.kw •...,pierwsze piętro
446.00,3,89.00,2,Poznań Antoninek ul. Sędziwoja,Ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Antoninek. Trzy pokoje okna wychodzące na wschód południe zachód; widok na park/Skwer. Standard wykończenia: Ściany - gładź gipsowa glazura; Podłogi - panele..., drugie piętro 
192.40,2,40.35,1,Poznań Grunwald,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz...,pierwsze piętro
354.66,3,62.66,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
229.15,1,36.00,5,Poznań Stare Miasto Centrum Garbary ul. Garbary Szyperska Piaskowa,Mieszkanie dostępne w programie MDM. OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie w stanie deweloperskim zlokalizowane w ścisłym centrum Poznania. Mieszkanie o powierzchni 35 63 m2. Kompaktowe mieszkanie z...,piąte piętro
239.00,2,48.80,3,Poznań Rataje ul. Orła Białego,* GWARANTUJEMY BEZPIECZNĄ TRANSAKCJĘ I PROFESJONALNĄ OBSŁUGĘ * Gorąco polecam na sprzedaż dwupokojowe mieszkanie na Ratajach na os. Orła Białego. Mieszkanie ma ogromny potencjał. Dzięki doskonałej lokalizacji i w pełni niezależnemu układowi..., trzecie
245.00,3,51.00,8,Poznań Grunwald ul. Dmowskiego,Rozkładowe jasne mieszkanie na ósmym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - parkiet PCV ...,ósme piętro
136.00,1,21.00,4,Poznań Jeżyce Ogrody ul. Plac Waryńskiego Szpitalna,Idealna lokalizacja! Bardzo dobry dojazd do Centrum miasta! Zaraz obok UAM! Blisko przystanków komunikacji miejskiej-pętla Ogrody oraz terenów zielonych. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego przy pl....,czwarte piętro
255.00,3,47.80,1,Poznań Grunwald ul. Hetmańska 9,MIESZKANIE PO GENERALNYM REMONCIE W ZREWITALIZOWANEJ KAMIENICY. MOŻLIWA OPCJA ZAKUPU Z SYSTEMIE MDM. Mieszkanie położone w dobrze skomunikowanej dzielnicy leżącej na obrzeżach Centrum Poznaniu tj. na Górczynie. Kamienica w pełni odrestaurowana...,pierwsze piętro
296.00,3,75.00,4,Poznań Łazarz ul. Ułańska,| Kontakt - Piotr tel. 501 575 115. . Przestronne mieszkanie w bardzo dobrej lokalizacji. 3 duże pokoje z możliwością wydzielenia 4 pokoju z pomieszczenia gospodarczego. Na podłogach panele i wykładziny. Łazienka z wanną i prysznicem oraz...,czwarte piętro
408.00,4,95.00,1,Poznań Wilda ul. Kosińskiego 25/4,Przedmiotem naszej oferty jest czteropokojowe mieszkanie o pow. 94 99 m2 położone na pierwszym piętrze w części frontowej kamienicy przy ul. Kosińskiego 25 na Wildzie. Mieszkanie jest do remontu. Kamienica w której znajduje się mieszkanie jest...,pierwsze piętro
419.00,3,64.77,2,Poznań Naramowice ul. Karpia,BT licencjonowany pośrednik gwarancją BEZPIECZNEJ TRANSAKCJI Proponuję na sprzedaż 3 pokojowe mieszkanie zlokalizowane przy ul. Karpia (Naramowice) w Poznaniu. Mieszkanie znajduje się na drugim piętrze w niskim bloku z windą. Stan idealny ..., drugie piętro 
340.00,3,54.50,4,Poznań Winogrady ul. Karpia,Polecam bardzo ładne i komfortowe mieszkanie w nowym bloku Budynek z 2011 roku przy ul.Karpia w Poznaniu Na powierzchnie 54 5 m2 składają się dwie niezależne i ustawne sypialnie - łazienka z oknem duży korytarz oraz salon z aneksem...,czwarte piętro
330.19,3,54.13,3,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
279.00,3,49.00,4,Poznań Sródka Centrum Rataje ul. Bohaterów Ii Wojny Światowej,POLECAM NA SPRZEDAŻ trzypokojowe mieszkanie na 4 piętrze w niskim bloku na os. Bohaterów II Wojny Światowej. Doskonała lokalizacja: 3 min do tramwaju 10 min tramwajem do centrum. Do jeziora Malta 10 min tramwajem. Mieszkanie ciche i spokojne....,czwarte piętro
320.00,2,47.00,1,Poznań Stare Miasto Naramowice ul. Błażeja,*** 2 POKOJE *** DOSTĘPNE OD RĘKI *** WYSOKI STANDARD *** Ładne dwupokojowe mieszkanie na poznańskich Naramowicach. Mieszkanie położone na pierwszym piętrze w dwupiętrowym budynku z windą. Na powierzchni 47m2 znajdują się:...,pierwsze piętro
165.00,1,29.00,1,Poznań Łazarz ul. Łukaszewicza,Polecam kawalerkę po generalnym remoncie na poznańskim Łazarzu. Powierzchnia 29m2. Mieszkanie z księgą wieczystą położone na wysokim parterze. W skład mieszkania wchodzą: kuchnia pokój i łazienka. W kuchni i łazience na podłogach płytki ...,pierwsze piętro
450.00,3,102.30,2,Poznań Łazarz,Gorąco polecam do kupna wyjątkowe mieszkanie na 2 piętrze kamienicy z lat 40stych w najbardziej pożądanej lokalizacji w centrum – Łazarz blisko Areny i Parku Kasprowicza – ul. Emilii Sczanieckiej. Łączna powierzchnia to 102 3 m2 na którą..., drugie piętro 
199.00,1,36.70,1,Poznań Strzeszyn,GOTOWE DO WPROWADZENIA! WOLNE OD ZARAZ! Na sprzedaż 1-pokojowe mieszkanie położone na 1 piętrze w NISKIM budynku przy ul. Biskupińskiej o powierzchni 36 7m2. Budynek wybudowany z cegły w 2000 roku. Mieszkanie jest bardzo jasne i...,pierwsze piętro
279.00,3,62.30,2,Poznań Biedrusko ul. 7. Pułku Strzelców Konnych,PROMOCJA!!! O SZCZEGÓŁY PYTAJ W BIURZE SPRZEDAŻY. Oferta spełniająca kryteria MDM! Mieszkanie z balkonem o pow 7.98 m. kw. Termin wydania - od 31.10.2016 roku. Więcej informacji znajdziesz na stronie inwestora: www.jaksbud.pl, drugie piętro 
